"";"�..Sigla";"Código";"Munic�.pio";"Renda...rendimentos.do.trabalho..2000."
"3541";"PR";4124004;"Santana do Itararé";65884
"3542";"PR";4124020;"Santa Tereza do Oeste";77808
"3543";"PR";4124053;"Santa Terezinha de Itaipu";73929
"3544";"PR";4124103;"Santo Antônio da Platina";74726
"3545";"PR";4124202;"Santo Antônio do Caiuá";69886
"3546";"PR";4124301;"Santo Antônio do Paraíso";69542
"3547";"PR";4124400;"Santo Antônio do Sudoeste";74327
"3548";"PR";4124509;"Santo Inácio";7755
"3549";"PR";4124608;"São Carlos do Ivaí";78104
"3550";"PR";4124707;"São Jerônimo da Serra";67939
"3551";"PR";4124806;"São João";70537
"3552";"PR";4124905;"São João do Caiuá";75707
"3553";"PR";4125001;"São João do Ivaí";65218
"3554";"PR";4125100;"São João do Triunfo";72927
"3555";"PR";4125209;"São Jorge d'Oeste";7717
"3556";"PR";4125308;"São Jorge do Ivaí";78248
"3557";"PR";4125357;"São Jorge do Patrocínio";71782
"3558";"PR";4125407;"São José da Boa Vista";5874
"3559";"PR";4125456;"São José das Palmeiras";70828
"3560";"PR";4125506;"São José dos Pinhais";75718
"3561";"PR";4125555;"São Manoel do Paraná";7569
"3562";"PR";4125605;"São Mateus do Sul";6448
"3563";"PR";4125704;"São Miguel do Iguaçu";70892
"3564";"PR";4125753;"São Pedro do Iguaçu";75664
"3565";"PR";4125803;"São Pedro do Ivaí";72326
"3566";"PR";4125902;"São Pedro do Paraná";7317
"3567";"PR";4126009;"São Sebastião da Amoreira";70939
"3568";"PR";4126108;"São Tomé";77177
"3569";"PR";4126207;"Sapopema";69319
"3570";"PR";4126256;"Sarandi";78507
"3571";"PR";4126272;"Saudade do Iguaçu";73935
"3572";"PR";4126306;"Sengés";74219
"3573";"PR";4126355;"Serranópolis do Iguaçu";75022
"3574";"PR";4126405;"Sertaneja";73729
"3575";"PR";4126504;"Sertanópolis";77761
"3576";"PR";4126603;"Siqueira Campos";72568
"3577";"PR";4126652;"Sulina";6949
"3578";"PR";4126678;"Tamarana";65796
"3579";"PR";4126702;"Tamboara";7332
"3580";"PR";4126801;"Tapejara";81195
"3581";"PR";4126900;"Tapira";70201
"3582";"PR";4127007;"Teixeira Soares";59259
"3583";"PR";4127106;"Telêmaco Borba";69221
"3584";"PR";4127205;"Terra Boa";77263
"3585";"PR";4127304;"Terra Rica";74411
"3586";"PR";4127403;"Terra Roxa";74701
"3587";"PR";4127502;"Tibagi";67538
"3588";"PR";4127601;"Tijucas do Sul";68417
"3589";"PR";4127700;"Toledo";77882
"3590";"PR";4127809;"Tomazina";70649
"3591";"PR";4127858;"Três Barras do Paraná";75173
"3592";"PR";4127882;"Tunas do Paraná";5953
"3593";"PR";4127908;"Tuneiras do Oeste";77369
"3594";"PR";4127957;"Tupãssi";68767
"3595";"PR";4127965;"Turvo";713
"3596";"PR";4128005;"Ubiratã";64357
"3597";"PR";4128104;"Umuarama";75234
"3598";"PR";4128203;"União da Vitória";69222
"3599";"PR";4128302;"Uniflor";75363
"3600";"PR";4128401;"Uraí";68938
"3601";"PR";4128500;"Wenceslau Braz";67638
"3602";"PR";4128534;"Ventania";69756
"3603";"PR";4128559;"Vera Cruz do Oeste";70094
"3604";"PR";4128609;"Verê";73759
"3605";"PR";4128625;"Vila Alta";70342
"3606";"PR";4128633;"Doutor Ulysses";64682
"3607";"PR";4128658;"Virmond";72744
"3608";"PR";4128708;"Vitorino";7303
"3609";"PR";4128807;"Xambrê";68464
"3610";"PR";4199919;"Assunguy de Cima";NA
"3611";"PR";4199929;"Conchas";NA
"3612";"PR";4199939;"Palmira";NA
"3613";"PR";4199949;"Porto de Cima";NA
"3614";"RJ";3300100;"Angra dos Reis";66822
"3615";"RJ";3300159;"Aperibé";70063
"3616";"RJ";3300209;"Araruama";65992
"3617";"RJ";3300225;"Areal";68534
"3618";"RJ";3300233;"Armação dos Búzios";6995
"3619";"RJ";3300258;"Arraial do Cabo";70431
"3620";"RJ";3300308;"Barra do Piraí";62005
"3621";"RJ";3300407;"Barra Mansa";67788
"3622";"RJ";3300456;"Belford Roxo";64675
"3623";"RJ";3300506;"Bom Jardim";72565
"3624";"RJ";3300605;"Bom Jesus do Itabapoana";66779
"3625";"RJ";3300704;"Cabo Frio";67218
"3626";"RJ";3300803;"Cachoeiras de Macacu";68111
"3627";"RJ";3300902;"Cambuci";70638
"3628";"RJ";3300936;"Carapebus";70432
"3629";"RJ";3300951;"Comendador Levy Gasparian";62686
"3630";"RJ";3301009;"Campos dos Goytacazes";69239
"3631";"RJ";3301108;"Cantagalo";71162
"3632";"RJ";3301157;"Cardoso Moreira";66993
"3633";"RJ";3301207;"Carmo";63391
"3634";"RJ";3301306;"Casimiro de Abreu";71082
"3635";"RJ";3301405;"Conceição de Macabu";67984
"3636";"RJ";3301504;"Cordeiro";70342
"3637";"RJ";3301603;"Duas Barras";71909
"3638";"RJ";3301702;"Duque de Caxias";66102
"3639";"RJ";3301801;"Engenheiro Paulo de Frontin";62996
"3640";"RJ";3301850;"Guapimirim";68309
"3641";"RJ";3301876;"Iguaba Grande";65447
"3642";"RJ";3301900;"Itaboraí";68138
"3643";"RJ";3302007;"Itaguaí";68428
"3644";"RJ";3302056;"Italva";65699
"3645";"RJ";3302106;"Itaocara";72138
"3646";"RJ";3302205;"Itaperuna";69386
"3647";"RJ";3302254;"Itatiaia";75428
"3648";"RJ";3302270;"Japeri";63308
"3649";"RJ";3302304;"Laje do Muriaé";64226
"3650";"RJ";3302403;"Macaé";7451
"3651";"RJ";3302452;"Macuco";67115
"3652";"RJ";3302502;"Magé";64471
"3653";"RJ";3302601;"Mangaratiba";67983
"3654";"RJ";3302700;"Maricá";66276
"3655";"RJ";3302809;"Mendes";56708
"3656";"RJ";3302858;"Mesquita";NA
"3657";"RJ";3302908;"Miguel Pereira";62635
"3658";"RJ";3303005;"Miracema";6627
"3659";"RJ";3303104;"Natividade";70889
"3660";"RJ";3303203;"Nilópolis";64651
"3661";"RJ";3303302;"Niterói";60803
"3662";"RJ";3303401;"Nova Friburgo";688
"3663";"RJ";3303500;"Nova Iguaçu";66116
"3664";"RJ";3303609;"Paracambi";61321
"3665";"RJ";3303708;"Paraíba do Sul";57997
"3666";"RJ";3303807;"Parati";71315
"3667";"RJ";3303856;"Paty do Alferes";68869
"3668";"RJ";3303906;"Petrópolis";68419
"3669";"RJ";3303955;"Pinheiral";67474
"3670";"RJ";3304003;"Piraí";60156
"3671";"RJ";3304102;"Porciúncula";6669
"3672";"RJ";3304110;"Porto Real";7271
"3673";"RJ";3304128;"Quatis";75552
"3674";"RJ";3304144;"Queimados";62951
"3675";"RJ";3304151;"Quissamã";64881
"3676";"RJ";3304201;"Resende";73868
"3677";"RJ";3304300;"Rio Bonito";69447
"3678";"RJ";3304409;"Rio Claro";7006
"3679";"RJ";3304508;"Rio das Flores";67813
"3680";"RJ";3304524;"Rio das Ostras";70919
"3681";"RJ";3304557;"Rio de Janeiro";63728
"3682";"RJ";3304607;"Santa Maria Madalena";78037
"3683";"RJ";3304706;"Santo Antônio de Pádua";71362
"3684";"RJ";3304755;"São Francisco de Itabapoana";71857
"3685";"RJ";3304805;"São Fidélis";651
"3686";"RJ";3304904;"São Gonçalo";67008
"3687";"RJ";3305000;"São João da Barra";6601
"3688";"RJ";3305109;"São João de Meriti";68358
"3689";"RJ";3305133;"São José de Ubá";64072
"3690";"RJ";3305158;"São José do Vale do Rio Preto";7412
"3691";"RJ";3305208;"São Pedro da Aldeia";69164
"3692";"RJ";3305307;"São Sebastião do Alto";72556
"3693";"RJ";3305406;"Sapucaia";58159
"3694";"RJ";3305505;"Saquarema";61701
"3695";"RJ";3305554;"Seropédica";66769
"3696";"RJ";3305604;"Silva Jardim";7079
"3697";"RJ";3305703;"Sumidouro";65393
"3698";"RJ";3305752;"Tanguá";62081
"3699";"RJ";3305802;"Teresópolis";70859
"3700";"RJ";3305901;"Trajano de Morais";72585
"3701";"RJ";3306008;"Três Rios";60586
"3702";"RJ";3306107;"Valença";61325
"3703";"RJ";3306156;"Varre-Sai";73562
"3704";"RJ";3306206;"Vassouras";63286
"3705";"RJ";3306305;"Volta Redonda";63277
"3706";"RJ";3399919;"Sâo João Marcos";NA
"3707";"RJ";3399929;"São Sebastião do Parahyba";NA
"3708";"RN";2400109;"Acari";66577
"3709";"RN";2400208;"Açu";59579
"3710";"RN";2400307;"Afonso Bezerra";451
"3711";"RN";2400406;"Água Nova";32405
"3712";"RN";2400505;"Alexandria";39844
"3713";"RN";2400604;"Almino Afonso";41794
"3714";"RN";2400703;"Alto do Rodrigues";62191
"3715";"RN";2400802;"Angicos";58326
"3716";"RN";2400901;"Antônio Martins";30767
"3717";"RN";2401008;"Apodi";52615
"3718";"RN";2401107;"Areia Branca";56295
"3719";"RN";2401206;"Arês";60473
"3720";"RN";2401305;"Augusto Severo";44583
"3721";"RN";2401404;"Baía Formosa";49101
"3722";"RN";2401453;"Baraúna";60887
"3723";"RN";2401503;"Barcelona";46858
"3724";"RN";2401602;"Bento Fernandes";35188
"3725";"RN";2401651;"Bodó";44958
"3726";"RN";2401701;"Bom Jesus";49361
"3727";"RN";2401800;"Brejinho";56436
"3728";"RN";2401859;"Caiçara do Norte";58891
"3729";"RN";2401909;"Caiçara do Rio do Vento";43482
"3730";"RN";2402006;"Caicó";6825
"3731";"RN";2402105;"Campo Redondo";36511
"3732";"RN";2402204;"Canguaretama";52629
"3733";"RN";2402303;"Caraúbas";48249
"3734";"RN";2402402;"Carnaúba dos Dantas";57207
"3735";"RN";2402501;"Carnaubais";43952
"3736";"RN";2402600;"Ceará-Mirim";53689
"3737";"RN";2402709;"Cerro Corá";44322
"3738";"RN";2402808;"Coronel Ezequiel";30461
"3739";"RN";2402907;"Coronel João Pessoa";2438
"3740";"RN";2403004;"Cruzeta";64555
"3741";"RN";2403103;"Currais Novos";59668
"3742";"RN";2403202;"Doutor Severiano";26304
"3743";"RN";2403251;"Parnamirim";73807
"3744";"RN";2403301;"Encanto";33106
"3745";"RN";2403400;"Equador";57591
"3746";"RN";2403509;"Espírito Santo";47329
"3747";"RN";2403608;"Extremoz";62728
"3748";"RN";2403707;"Felipe Guerra";50076
"3749";"RN";2403756;"Fernando Pedroza";48384
"3750";"RN";2403806;"Florânia";55536
"3751";"RN";2403905;"Francisco Dantas";38481
"3752";"RN";2404002;"Frutuoso Gomes";36427
"3753";"RN";2404101;"Galinhos";57022
"3754";"RN";2404200;"Goianinha";52285
"3755";"RN";2404309;"Governador Dix-Sept Rosado";5195
"3756";"RN";2404408;"Grossos";51057
"3757";"RN";2404507;"Guamaré";55041
"3758";"RN";2404606;"Ielmo Marinho";44221
"3759";"RN";2404705;"Ipanguaçu";49272
"3760";"RN";2404804;"Ipueira";60859
"3761";"RN";2404853;"Itajá";59372
"3762";"RN";2404903;"Itaú";5457
"3763";"RN";2405009;"Jaçanã";42888
"3764";"RN";2405108;"Jandaíra";55106
"3765";"RN";2405207;"Janduís";50658
"3766";"RN";2405306;"Januário Cicco";42379
"3767";"RN";2405405;"Japi";34627
"3768";"RN";2405504;"Jardim de Angicos";49901
"3769";"RN";2405603;"Jardim de Piranhas";70763
"3770";"RN";2405702;"Jardim do Seridó";65218
"3771";"RN";2405801;"João Câmara";53575
"3772";"RN";2405900;"João Dias";29724
"3773";"RN";2406007;"José da Penha";3514
"3774";"RN";2406106;"Jucurutu";56537
"3775";"RN";2406155;"Jundiá";NA
"3776";"RN";2406205;"Lagoa d'Anta";45279
"3777";"RN";2406304;"Lagoa de Pedras";36617
"3778";"RN";2406403;"Lagoa de Velhos";51713
"3779";"RN";2406502;"Lagoa Nova";43903
"3780";"RN";2406601;"Lagoa Salgada";4445
"3781";"RN";2406700;"Lajes";57512
"3782";"RN";2406809;"Lajes Pintadas";32822
"3783";"RN";2406908;"Lucrécia";45373
"3784";"RN";2407005;"Luís Gomes";32743
"3785";"RN";2407104;"Macaíba";66628
"3786";"RN";2407203;"Macau";57546
"3787";"RN";2407252;"Major Sales";39602
"3788";"RN";2407302;"Marcelino Vieira";38385
"3789";"RN";2407401;"Martins";37245
"3790";"RN";2407500;"Maxaranguape";56324
"3791";"RN";2407609;"Messias Targino";54324
"3792";"RN";2407708;"Montanhas";49725
"3793";"RN";2407807;"Monte Alegre";51741
"3794";"RN";2407906;"Monte das Gameleiras";39794
"3795";"RN";2408003;"Mossoró";66181
"3796";"RN";2408102;"Natal";6729
"3797";"RN";2408201;"Nísia Floresta";62127
"3798";"RN";2408300;"Nova Cruz";42797
"3799";"RN";2408409;"Olho-d'Água do Borges";45902
"3800";"RN";2408508;"Ouro Branco";56788
"3801";"RN";2408607;"Paraná";3382
"3802";"RN";2408706;"Paraú";47959
"3803";"RN";2408805;"Parazinho";48099
"3804";"RN";2408904;"Parelhas";66933
"3805";"RN";2408953;"Rio do Fogo";50662
"3806";"RN";2409100;"Passa e Fica";43554
"3807";"RN";2409209;"Passagem";44661
"3808";"RN";2409308;"Patu";51889
"3809";"RN";2409332;"Santa Maria";50053
"3810";"RN";2409407;"Pau dos Ferros";62746
"3811";"RN";2409506;"Pedra Grande";52084
"3812";"RN";2409605;"Pedra Preta";35076
"3813";"RN";2409704;"Pedro Avelino";50131
"3814";"RN";2409803;"Pedro Velho";43362
"3815";"RN";2409902;"Pendências";55218
"3816";"RN";2410009;"Pilões";42659
"3817";"RN";2410108;"Poço Branco";44001
"3818";"RN";2410207;"Portalegre";35506
"3819";"RN";2410256;"Porto do Mangue";59866
"3820";"RN";2410306;"Presidente Juscelino";47878
"3821";"RN";2410405;"Pureza";47046
"3822";"RN";2410504;"Rafael Fernandes";45902
"3823";"RN";2410603;"Rafael Godeiro";41002
"3824";"RN";2410702;"Riacho da Cruz";43616
"3825";"RN";2410801;"Riacho de Santana";30483
"3826";"RN";2410900;"Riachuelo";46577
"3827";"RN";2411007;"Rodolfo Fernandes";53775
"3828";"RN";2411056;"Tibau";69128
"3829";"RN";2411106;"Ruy Barbosa";43187
"3830";"RN";2411205;"Santa Cruz";50277
"3831";"RN";2411403;"Santana do Matos";40226
"3832";"RN";2411429;"Santana do Seridó";63399
"3833";"RN";2411502;"Santo Antônio";4702
"3834";"RN";2411601;"São Bento do Norte";49281
"3835";"RN";2411700;"São Bento do Trairí";44418
"3836";"RN";2411809;"São Fernando";61798
"3837";"RN";2411908;"São Francisco do Oeste";50082
"3838";"RN";2412005;"São Gonçalo do Amarante";6706
"3839";"RN";2412104;"São João do Sabugi";54329
"3840";"RN";2412203;"São José de Mipibu";6343
"3841";"RN";2412302;"São José do Campestre";42182
"3842";"RN";2412401;"São José do Seridó";6185
"3843";"RN";2412500;"São Miguel";32866
"3844";"RN";2412559;"São Miguel de Touros";41458
"3845";"RN";2412609;"São Paulo do Potengi";51201
"3846";"RN";2412708;"São Pedro";49652
"3847";"RN";2412807;"São Rafael";4725
"3848";"RN";2412906;"São Tomé";42908
"3849";"RN";2413003;"São Vicente";45237
"3850";"RN";2413102;"Senador Elói de Souza";47829
"3851";"RN";2413201;"Senador Georgino Avelino";67466
"3852";"RN";2413300;"Serra de São Bento";35886
"3853";"RN";2413359;"Serra do Mel";65332
"3854";"RN";2413409;"Serra Negra do Norte";62545
"3855";"RN";2413508;"Serrinha";44003
"3856";"RN";2413557;"Serrinha dos Pintos";36313
"3857";"RN";2413607;"Severiano Melo";55432
"3858";"RN";2413706;"Sítio Novo";36057
"3859";"RN";2413805;"Taboleiro Grande";45293
"3860";"RN";2413904;"Taipu";57097
"3861";"RN";2414001;"Tangará";48015
"3862";"RN";2414100;"Tenente Ananias";32563
"3863";"RN";2414159;"Tenente Laurentino Cruz";42196
"3864";"RN";2414209;"Tibau do Sul";64182
"3865";"RN";2414308;"Timbaúba dos Batistas";66091
"3866";"RN";2414407;"Touros";46157
"3867";"RN";2414456;"Triunfo Potiguar";40721
"3868";"RN";2414506;"Umarizal";50964
"3869";"RN";2414605;"Upanema";42695
"3870";"RN";2414704;"Várzea";51881
"3871";"RN";2414753;"Venha-Ver";25639
"3872";"RN";2414803;"Vera Cruz";57208
"3873";"RN";2414902;"Viçosa";46532
"3874";"RN";2415008;"Vila Flor";62297
"3875";"RO";1100015;"Alta Floresta D'Oeste";75694
"3876";"RO";1100023;"Ariquemes";68734
"3877";"RO";1100031;"Cabixi";71881
"3878";"RO";1100049;"Cacoal";7203
"3879";"RO";1100056;"Cerejeiras";70519
"3880";"RO";1100064;"Colorado do Oeste";76787
"3881";"RO";1100072;"Corumbiara";60343
"3882";"RO";1100080;"Costa Marques";73744
"3883";"RO";1100098;"Espigão D'Oeste";60603
"3884";"RO";1100106;"Guajará-Mirim";68751
"3885";"RO";1100114;"Jaru";67405
"3886";"RO";1100122;"Ji-Paraná";79805
"3887";"RO";1100130;"Machadinho D'Oeste";45565
"3888";"RO";1100148;"Nova Brasilândia D'Oeste";64324
"3889";"RO";1100155;"Ouro Preto do Oeste";76505
"3890";"RO";1100189;"Pimenta Bueno";71648
"3891";"RO";1100205;"Porto Velho";75261
"3892";"RO";1100254;"Presidente Médici";70898
"3893";"RO";1100262;"Rio Crespo";52528
"3894";"RO";1100288;"Rolim de Moura";76503
"3895";"RO";1100296;"Santa Luzia D'Oeste";69732
"3896";"RO";1100304;"Vilhena";78698
"3897";"RO";1100320;"São Miguel do Guaporé";73576
"3898";"RO";1100338;"Nova Mamoré";55596
"3899";"RO";1100346;"Alvorada D'Oeste";64786
"3900";"RO";1100379;"Alto Alegre dos Parecis";70419
"3901";"RO";1100403;"Alto Paraíso";49718
"3902";"RO";1100452;"Buritis";64397
"3903";"RO";1100502;"Novo Horizonte do Oeste";56372
"3904";"RO";1100601;"Cacaulândia";60153
"3905";"RO";1100700;"Campo Novo de Rondônia";56251
"3906";"RO";1100809;"Candeias do Jamari";7045
"3907";"RO";1100908;"Castanheiras";61285
"3908";"RO";1100924;"Chupinguaia";67073
"3909";"RO";1100940;"Cujubim";60133
"3910";"RO";1101005;"Governador Jorge Teixeira";46677
"3911";"RO";1101104;"Itapuã do Oeste";62025
"3912";"RO";1101203;"Ministro Andreazza";52579
"3913";"RO";1101302;"Mirante da Serra";71015
"3914";"RO";1101401;"Monte Negro";73302
"3915";"RO";1101435;"Nova União";69385
"3916";"RO";1101450;"Parecis";59286
"3917";"RO";1101468;"Pimenteiras do Oeste";67389
"3918";"RO";1101476;"Primavera de Rondônia";72165
"3919";"RO";1101484;"São Felipe D'Oeste";7426
"3920";"RO";1101492;"São Francisco do Guaporé";78258
"3921";"RO";1101500;"Seringueiras";78046
"3922";"RO";1101559;"Teixeirópolis";68305
"3923";"RO";1101609;"Theobroma";62148
"3924";"RO";1101708;"Urupá";65192
"3925";"RO";1101757;"Vale do Anari";54941
"3926";"RO";1101807;"Vale do Paraíso";55006
"3927";"RR";1400027;"Amajari";51829
"3928";"RR";1400050;"Alto Alegre";43261
"3929";"RR";1400100;"Boa Vista";80962
"3930";"RR";1400159;"Bonfim";61471
"3931";"RR";1400175;"Cantá";65828
"3932";"RR";1400209;"Caracaraí";65051
"3933";"RR";1400233;"Caroebe";50995
"3934";"RR";1400282;"Iracema";70582
"3935";"RR";1400308;"Mucajaí";63614
"3936";"RR";1400407;"Normandia";2717
"3937";"RR";1400456;"Pacaraima";52402
"3938";"RR";1400472;"Rorainópolis";57481
"3939";"RR";1400506;"São João da Baliza";61036
"3940";"RR";1400605;"São Luiz";58482
"3941";"RR";1400704;"Uiramutã";25239
"3942";"RS";4300034;"Aceguá";NA
"3943";"RS";4300059;"Água Santa";78491
"3944";"RS";4300109;"Agudo";72591
"3945";"RS";4300208;"Ajuricaba";72229
"3946";"RS";4300307;"Alecrim";70041
"3947";"RS";4300406;"Alegrete";69655
"3948";"RS";4300455;"Alegria";71052
"3949";"RS";4300471;"Almirante Tamandaré do Sul";NA
"3950";"RS";4300505;"Alpestre";71036
"3951";"RS";4300554;"Alto Alegre";71634
"3952";"RS";4300570;"Alto Feliz";72397
"3953";"RS";4300604;"Alvorada";74603
"3954";"RS";4300638;"Amaral Ferrador";68875
"3955";"RS";4300646;"Ametista do Sul";80745
"3956";"RS";4300661;"André da Rocha";70675
"3957";"RS";4300703;"Anta Gorda";70982
"3958";"RS";4300802;"Antônio Prado";76363
"3959";"RS";4300851;"Arambaré";72475
"3960";"RS";4300877;"Araricá";71356
"3961";"RS";4300901;"Aratiba";74871
"3962";"RS";4301008;"Arroio do Meio";78121
"3963";"RS";4301057;"Arroio do Sal";7063
"3964";"RS";4301073;"Arroio do Padre";NA
"3965";"RS";4301107;"Arroio dos Ratos";66834
"3966";"RS";4301206;"Arroio do Tigre";73002
"3967";"RS";4301305;"Arroio Grande";6351
"3968";"RS";4301404;"Arvorezinha";73221
"3969";"RS";4301503;"Augusto Pestana";72559
"3970";"RS";4301552;"Áurea";7395
"3971";"RS";4301602;"Bagé";64485
"3972";"RS";4301636;"Balneário Pinhal";7024
"3973";"RS";4301651;"Barão";75132
"3974";"RS";4301701;"Barão de Cotegipe";73886
"3975";"RS";4301750;"Barão do Triunfo";6836
"3976";"RS";4301800;"Barracão";62089
"3977";"RS";4301859;"Barra do Guarita";70168
"3978";"RS";4301875;"Barra do Quaraí";74227
"3979";"RS";4301909;"Barra do Ribeiro";71182
"3980";"RS";4301925;"Barra do Rio Azul";78256
"3981";"RS";4301958;"Barra Funda";74977
"3982";"RS";4302006;"Barros Cassal";67118
"3983";"RS";4302055;"Benjamin Constant do Sul";67808
"3984";"RS";4302105;"Bento Gonçalves";73863
"3985";"RS";4302154;"Boa Vista das Missões";74332
"3986";"RS";4302204;"Boa Vista do Buricá";77998
"3987";"RS";4302220;"Boa Vista do Cadeado";NA
"3988";"RS";4302238;"Boa Vista do Incra";NA
"3989";"RS";4302253;"Boa Vista do Sul";78084
"3990";"RS";4302303;"Bom Jesus";68475
"3991";"RS";4302352;"Bom Princípio";76863
"3992";"RS";4302378;"Bom Progresso";69407
"3993";"RS";4302402;"Bom Retiro do Sul";72137
"3994";"RS";4302451;"Boqueirão do Leão";74065
"3995";"RS";4302501;"Bossoroca";68636
"3996";"RS";4302584;"Bozano";NA
"3997";"RS";4302600;"Braga";69687
"3998";"RS";4302659;"Brochier";71794
"3999";"RS";4302709;"Butiá";62171
"4000";"RS";4302808;"Caçapava do Sul";59999
"4001";"RS";4302907;"Cacequi";58236
"4002";"RS";4303004;"Cachoeira do Sul";67045
"4003";"RS";4303103;"Cachoeirinha";7491
"4004";"RS";4303202;"Cacique Doble";6949
"4005";"RS";4303301;"Caibaté";69367
"4006";"RS";4303400;"Caiçara";77228
"4007";"RS";4303509;"Camaquã";70319
"4008";"RS";4303558;"Camargo";74794
"4009";"RS";4303608;"Cambará do Sul";65903
"4010";"RS";4303673;"Campestre da Serra";73619
"4011";"RS";4303707;"Campina das Missões";74655
"4012";"RS";4303806;"Campinas do Sul";73834
"4013";"RS";4303905;"Campo Bom";76698
"4014";"RS";4304002;"Campo Novo";7297
"4015";"RS";4304101;"Campos Borges";68214
"4016";"RS";4304200;"Candelária";72138
"4017";"RS";4304309;"Cândido Godói";74635
"4018";"RS";4304358;"Candiota";64435
"4019";"RS";4304408;"Canela";7419
"4020";"RS";4304507;"Canguçu";65807
"4021";"RS";4304606;"Canoas";72918
"4022";"RS";4304614;"Canudos do Vale";NA
"4023";"RS";4304622;"Capão Bonito do Sul";NA
"4024";"RS";4304630;"Capão da Canoa";73639
"4025";"RS";4304655;"Capão do Cipó";NA
"4026";"RS";4304663;"Capão do Leão";67334
"4027";"RS";4304671;"Capivari do Sul";74686
"4028";"RS";4304689;"Capela de Santana";72736
"4029";"RS";4304697;"Capitão";76508
"4030";"RS";4304705;"Carazinho";6702
"4031";"RS";4304713;"Caraá";62433
"4032";"RS";4304804;"Carlos Barbosa";73013
"4033";"RS";4304853;"Carlos Gomes";75568
"4034";"RS";4304903;"Casca";72527
"4035";"RS";4304952;"Caseiros";62839
"4036";"RS";4305009;"Catuípe";70023
"4037";"RS";4305108;"Caxias do Sul";7549
"4038";"RS";4305116;"Centenário";70737
"4039";"RS";4305124;"Cerrito";64363
"4040";"RS";4305132;"Cerro Branco";66444
"4041";"RS";4305157;"Cerro Grande";6674
"4042";"RS";4305173;"Cerro Grande do Sul";7373
"4043";"RS";4305207;"Cerro Largo";68759
"4044";"RS";4305306;"Chapada";74949
