codigo_mun7;ano;mes;medicos_total;medicos_sus;residencia_medica;horas_total;horas_hosp;horas_amb;horas_outras;medicos_mil_habitantes
4213203;2013;12;51;43;0;1636;399;1157;80;1,699490153
4213302;2012;1;3;3;0;128;0;127;1;0,618174325
4213302;2013;12;7;7;0;183;37;145;1;1,432958035
4213401;2014;12;15;15;0;366;30;332;4;1,315212626
4213609;2007;2;69;60;0;1887;18;1304;565;2,139136905
4213609;2014;12;112;88;0;2851;532;2319;0;3,226085203
4213708;2009;7;12;11;0;379;0;340;39;0,827015851
4213906;2007;5;1;1;0;40;0;40;0;0,569151964
4213906;2015;9;1;1;0;48;0;48;0;0,606060606
4214003;2009;9;22;20;0;436;67;290;79;1,528627015
4214607;2015;7;8;8;0;175;2;173;0;1,082251082
4214706;2011;3;11;5;0;260;0;221;39;1,059016078
4214904;2008;6;12;12;0;251;0;160;91;2,596840511
4215000;2015;10;60;53;0;1892;333;1549;10;1,442238354
4215059;2010;8;1;1;0;40;0;40;0;0,410509031
4215075;2007;8;3;3;0;100;0;100;0;0,600240096
4215109;2010;11;15;10;0;328;2;326;0;1,37337484
4215109;2015;12;18;12;0;428;0;428;0;1,58172232
4215208;2015;11;5;5;0;132;0;132;0;0,957854406
4215307;2009;1;5;5;0;227;0;161;66;0,646245315
4215406;2007;3;2;2;0;60;0;60;0;0,479386385
4215455;2013;9;10;10;0;322;0;322;0;0,88542589
4215554;2014;12;2;2;0;48;0;48;0;0,858000858
4215653;2014;9;10;10;0;280;0;280;0;1,207000604
4215679;2006;2;4;4;0;160;0;160;0;0,444889334
4215679;2014;1;4;4;0;150;0;150;0;0,450805815
4215687;2009;12;1;1;0;40;0;40;0;0,326583932
4215687;2010;12;1;1;0;40;0;40;0;0,345303867
4215687;2013;9;1;1;0;41;0;41;0;0,360230548
4215695;2006;9;1;1;0;40;0;40;0;0,658327847
4215703;2011;9;60;59;0;1368;794;564;10;2,987750224
4215752;2013;6;1;1;0;41;0;41;0;0,378644453
4215802;2009;5;139;124;0;3576;75;2914;587;1,816661003
4215802;2013;10;151;128;0;3829;690;3137;2;1,911440796
4216008;2005;12;8;8;0;644;28;296;320;0,910539495
4216008;2007;4;10;10;0;652;0;332;320;0,964134207
4216255;2008;11;5;5;0;115;0;101;14;0,802568218
4216255;2015;1;8;8;0;183;9;174;0;1,277955272
4216305;2014;7;36;32;0;721;85;636;0;1,141624913
4216354;2015;1;4;4;0;95;0;95;0;1,100715465
4216701;2009;12;10;10;0;218;0;200;18;0,706464147
4216701;2010;7;11;11;0;301;2;282;17;0,803858521
4216800;2011;12;6;6;0;123;0;123;0;0,653096767
4217154;2005;10;2;2;0;50;0;50;0;1,220256254
4217154;2015;10;3;3;0;70;0;70;0;1,602564103
4217204;2014;1;115;84;0;4168;774;3274;120;2,981205444
4217253;2006;1;7;7;0;176;0;150;26;1,809720786
4217253;2010;3;11;11;0;260;0;160;100;2,338435374
4217303;2007;1;4;4;0;146;20;86;40;0,465820426
4217709;2012;10;35;33;0;837;125;688;24;1,288422603
4217758;2005;12;1;1;0;40;0;40;0;0,378501136
4217758;2009;10;1;1;0;40;0;40;0;0,317460317
4217758;2011;5;2;2;0;41;0;41;0;0,730193501
4217808;2011;4;43;43;0;586;0;439;147;2,480244564
4217907;2006;4;7;7;0;346;60;172;114;0,874453467
4218004;2006;3;63;49;0;1313;0;1285;28;2,39143638
4218004;2008;7;60;43;0;1668;0;1387;281;2,060298056
4218103;2013;4;9;9;0;184;46;138;0;1,670688695
4218103;2014;7;9;9;0;184;46;138;0;1,671309192
4218202;2008;3;70;64;0;2625;0;2184;441;2,012824568
4218251;2011;6;3;3;0;155;5;130;20;0,415627598
4218301;2013;1;38;38;0;935;116;814;5;2,027748132
4218400;2009;4;11;11;0;340;0;200;140;1,6197909
4218509;2006;7;3;3;0;114;0;95;19;0,551369234
4218509;2013;1;2;2;0;65;2;63;0;0,288808664
4218707;2006;6;182;169;0;6311;45;3746;2520;1,908977438
4218756;2007;11;6;5;0;217;0;182;35;1,290322581
4218756;2008;7;4;3;0;138;8;107;23;0,836995187
4218806;2010;9;22;22;0;504;0;339;165;1,855913616
4218855;2013;4;1;1;0;41;0;41;0;0,356887937
4218855;2015;5;2;2;0;80;0;80;0;0,740740741
4218905;2005;10;2;2;0;55;0;55;0;0,18928639
4218905;2011;4;9;8;0;497;2;380;115;0,838535358
4218954;2010;3;1;1;0;41;0;41;0;0,402900886
4218954;2011;10;2;2;0;81;20;61;0;0,806776926
4219101;2008;1;2;2;0;78;0;78;0;0,544514021
4219150;2005;10;1;1;0;40;0;40;0;0,312597687
4219150;2008;9;1;1;0;40;0;40;0;0,313185092
4219150;2015;10;2;2;0;84;0;84;0;0,760456274
4219176;2011;12;4;4;0;131;0;131;0;0,839454355
4219200;2006;9;5;5;0;240;0;240;0;0,856017805
4219309;2014;3;99;68;0;3757;933;2779;45;1,966275398
4219358;2006;11;3;3;0;121;0;105;16;0,571755289
4219408;2015;5;3;3;0;130;10;120;0;0,781046602
4219507;2006;7;89;69;0;1536;0;1501;35;2,178062748
4219606;2014;8;5;5;0;166;52;114;0;1,221001221
4219705;2009;11;35;33;0;833;0;567;266;1,375569879
4219853;2008;10;2;2;0;60;0;60;0;0,6709158
4300406;2015;5;110;105;0;4443;857;3581;5;1,401291736
4300455;2008;2;3;3;0;57;0;29;28;0,620604055
4300471;2009;7;7;6;0;156;0;156;0;3,170289855
4300554;2007;12;1;1;0;40;0;40;0;0,515463918
4300570;2009;1;4;4;0;84;0;84;0;1,304206065
4300638;2013;6;7;7;0;197;36;161;0;1,045868818
4300638;2014;5;7;7;0;174;36;138;0;1,039038148
4300638;2014;6;7;7;0;174;36;138;0;1,039038148
4300646;2008;12;8;8;0;282;0;253;29;0,947867299
4300851;2013;6;9;9;0;290;0;290;0;2,382212811
4301057;2008;1;12;12;0;336;0;336;0;1,688001125
4301057;2009;2;11;11;0;312;0;312;0;1,508709368
4301107;2007;3;23;23;0;507;0;507;0;1,688817094
4301107;2007;11;27;27;0;777;0;752;25;1,982524414
4301206;2010;7;18;18;0;373;0;252;121;1,423149905
4301305;2007;2;20;20;0;501;0;420;81;1,089443294
4301404;2012;9;13;13;0;437;163;274;0;1,272015656
4301503;2015;2;10;10;0;319;64;255;0;1,399580126
4301552;2011;12;4;4;0;180;38;140;2;1,096491228
4301552;2014;6;3;3;0;120;0;120;0;0,802139037
4301750;2011;11;5;5;0;116;0;116;0;0,709723208
4301800;2008;2;3;3;0;110;0;64;46;0,553097345
4301875;2009;11;2;2;0;64;0;64;0;0,516395559
4301958;2009;2;5;5;0;88;0;88;0;2,038320424
4302006;2005;12;5;5;0;100;0;80;20;0,465332713
4302006;2010;8;5;5;0;180;0;180;0;0,449115243
4302006;2013;8;16;15;0;290;0;290;0;1,393971075
4302105;2007;4;236;211;0;7597;10;6056;1531;2,344922151
4302105;2014;9;418;389;0;13049;3424;9623;2;3,721576239
4302154;2006;3;2;2;0;50;0;50;0;0,903750565
4302154;2010;4;2;2;0;55;0;55;0;0,946073794
4302238;2007;11;3;3;0;56;0;56;0;1,225991009
4302238;2008;7;3;3;0;56;0;56;0;1,173249902
4302303;2008;11;9;9;0;531;0;347;184;0,738067902
4302352;2015;4;44;42;0;1061;106;863;92;3,40241262
4302378;2012;2;3;3;0;90;0;90;0;1,331557923
4302451;2013;3;6;6;0;173;61;112;0;0,758533502
4302584;2009;1;2;2;0;46;0;46;0;0,847098687
4302600;2009;2;2;2;0;123;0;83;40;0,520562207
4302600;2011;2;2;2;0;124;0;84;40;0,545851528
4302659;2008;12;6;6;0;135;0;93;42;1,238134544
4302709;2012;1;22;16;0;527;65;442;20;1,077427886
4302808;2012;7;31;31;0;1037;265;772;0;0,924076669
4302907;2011;5;11;10;0;586;12;446;128;0,81174821
4302907;2013;7;10;9;0;462;53;397;12;0,72285673
4303004;2008;7;145;142;0;5031;0;3157;1874;1,671469741
4303004;2015;3;253;244;0;8652;3053;5599;0;2,95174538
4303004;2015;7;222;210;0;7853;2655;5198;0;2,590069069
4303103;2007;8;256;197;0;7030;157;5238;1635;2,273474064
4303103;2008;8;280;217;0;6722;157;5189;1376;2,389017346
4303202;2014;6;7;5;0;220;30;190;0;1,38121547
4303301;2008;12;4;4;0;206;0;162;44;0,766724171
4303608;2009;8;9;9;0;306;22;262;22;1,243437414
4303608;2011;7;11;11;0;372;22;318;32;1,687375364
4303707;2006;3;6;6;0;162;0;140;22;0,930376803
4303707;2007;11;8;8;0;282;20;230;32;1,261431725
4303707;2011;7;7;7;0;242;12;177;53;1,157407407
4303707;2014;1;9;9;0;271;82;178;11;1,472513089
4303806;2011;3;11;11;0;298;0;177;121;2,003642987
4303905;2007;11;126;125;0;2652;0;2431;221;2,226345083
4303905;2012;10;156;130;0;3295;294;2820;181;2,557838299
4304200;2005;9;21;21;0;679;0;679;0;0,681884599
4304309;2009;6;10;10;0;262;0;230;32;1,487652484
4304309;2011;10;9;9;0;147;33;114;0;1,386321627
4304358;2005;11;6;6;0;256;0;256;0;0,624934903
4304507;2010;12;70;70;0;2335;5;1497;833;1,31433185
4304606;2009;3;982;868;0;23692;40;17269;6383;2,957332498
4304606;2009;9;1064;952;0;27016;38;16750;10228;3,204278796
4304622;2007;1;2;2;0;28;0;28;0;1,088731628
4304655;2008;8;5;5;0;96;0;96;0;1,469723692
4304655;2008;10;5;5;0;96;0;96;0;1,469723692
4304663;2013;8;27;27;0;710;0;710;0;1,069052898
4304689;2007;8;5;5;0;136;0;136;0;0,456621005
4304689;2013;7;7;7;0;222;0;222;0;0,568043496
4304697;2011;6;2;2;0;54;0;54;0;0,757288906
4304697;2013;5;3;3;0;69;0;69;0;1,094491062
4304705;2009;3;120;101;0;4584;35;3654;895;1,987149765
4304713;2006;10;4;4;0;115;0;115;0;0,595858781
4304713;2012;3;5;5;0;130;0;125;5;0,67114094
4304903;2007;3;9;9;0;217;0;175;42;1,073857535
4304952;2008;12;5;5;0;45;0;45;0;1,608234159
4304952;2011;12;3;3;0;80;0;79;1;0,994035785
4304952;2014;10;4;4;0;106;0;105;1;1,269035533
4305116;2007;9;2;2;0;62;0;62;0;0,659848235
4305124;2008;5;4;4;0;57;0;57;0;0,589275192
4305132;2011;8;6;6;0;270;0;193;77;1,343484102
4305132;2013;10;5;5;0;240;56;184;0;1,077818495
4305132;2014;3;6;6;0;240;56;184;0;1,28921358
4305157;2010;5;1;1;0;41;0;41;0;0,413736036
4305157;2012;4;1;1;0;44;0;44;0;0,418410042
4305157;2015;5;1;1;0;42;0;42;0;0,408163265
4305207;2006;3;12;12;0;330;0;310;20;0,982640026
4305207;2011;6;12;12;0;418;0;348;70;0,899752568
4305306;2011;1;11;11;0;346;10;258;78;1,176596427
4305355;2006;1;34;34;0;1166;20;1126;20;1,005679129
4305355;2008;11;45;43;0;1619;15;1539;65;1,267355733
4305371;2014;5;2;2;0;44;0;44;0;0,568504832
4305439;2008;10;15;15;0;94;0;94;0;2,742230347
4305439;2015;1;14;14;0;57;0;57;0;2,198492462
4305447;2006;6;1;1;0;24;0;24;0;0,215377988
4305447;2006;10;1;1;0;24;0;24;0;0,215377988
4305447;2015;7;8;8;0;156;0;156;0;1,519756839
4305454;2011;3;18;18;0;469;20;449;0;1,388996065
4305587;2010;8;8;8;0;80;0;80;0;3,305785124
4305587;2015;4;9;8;0;138;0;118;20;3,602882306
4305702;2010;10;8;8;0;222;0;171;51;1,221001221
4305801;2007;6;6;6;0;177;0;155;22;0,609632189
4305835;2012;12;2;2;0;50;0;50;0;1,317523057
4305835;2014;4;3;3;0;58;0;58;0;1,918158568
4305934;2007;6;3;3;0;36;0;36;0;1,809408926
4306007;2011;6;15;14;0;489;11;365;113;1,071428571
4306056;2009;12;13;12;0;282;20;262;0;1,758420127
4306072;2006;11;1;1;0;40;0;40;0;0,361663653
4306130;2006;2;1;1;0;40;0;40;0;0,402900886
4306205;2007;8;13;12;0;290;0;225;65;1,068112727
4306304;2006;2;5;5;0;112;0;93;19;1,043187982
4306304;2009;2;8;8;0;341;0;292;49;1,647107268
4306320;2013;6;2;2;0;80;0;80;0;0,625195374
4306353;2005;8;1;1;0;40;0;40;0;0,321646832
4306379;2013;6;3;3;0;66;0;66;0;0,954198473
4306379;2015;1;3;3;0;72;0;72;0;0,956632653
4306403;2012;12;74;54;0;1905;406;1426;73;2,610413433
4306403;2014;3;90;69;0;2629;705;1825;99;3,013863773
4306452;2012;4;12;11;0;250;63;162;25;3,650745361
4306502;2012;4;10;10;0;332;32;286;14;0,689512515
4306601;2006;5;31;31;0;769;22;429;318;0,735451116
4306601;2014;12;38;37;0;1586;405;1161;20;0,951903808
4306700;2006;12;3;3;0;120;0;120;0;0,725338491
4306759;2008;5;3;3;0;59;0;59;0;1,425178147
4306767;2011;11;39;38;0;930;0;930;0;1,117926962
4306767;2012;3;39;38;0;930;0;930;0;1,101321586
4306809;2008;5;36;33;0;969;20;623;326;1,768172888
4306924;2006;10;2;2;0;69;5;54;10;1,19474313
4306924;2011;7;3;3;0;71;0;63;8;2,027027027
4306924;2012;3;3;3;0;70;6;64;0;2,08913649
4306924;2012;8;3;3;0;70;6;64;0;2,08913649
4306973;2015;10;3;3;0;88;0;88;0;0,979112272
4307005;2009;11;314;157;0;5293;19;3562;1712;3,206830344
4307104;2007;7;8;8;0;267;0;245;22;1,163974975
4307104;2014;5;11;11;0;329;46;283;0;1,57773953
4307203;2008;3;3;3;0;160;0;100;60;0,555761393
4307302;2014;12;5;5;0;191;12;179;0;0,638243554
4307401;2006;5;3;3;0;46;0;46;0;0,996015936
4307450;2009;2;4;4;0;136;0;136;0;1,153402537
4307450;2011;10;3;3;0;108;0;108;0;0,927357032
4307609;2008;12;77;69;0;2186;0;2114;72;1,785590056
4307609;2009;8;87;78;0;2367;0;1898;469;1,981505945
4307708;2010;3;239;203;0;4613;60;3400;1153;2,959569067
4307815;2013;1;4;4;0;84;0;84;0;1,069232825
4307864;2012;4;6;6;0;115;0;115;0;2,311248074
4307906;2006;10;113;113;0;2664;50;1463;1151;1,794619318
4307906;2010;6;163;152;0;4484;50;3091;1343;2,56148346
4308003;2009;2;24;22;0;527;18;405;104;3,745902919
4308078;2010;4;8;8;0;94;0;94;0;2,163916689
4308078;2011;1;8;8;0;94;0;94;0;2,125963327
4308102;2006;1;16;16;0;460;0;390;70;1,233235702
4308102;2011;5;35;30;0;733;28;581;124;2,813731007
4308201;2012;5;52;44;0;1808;614;1186;8;1,880855066
4308201;2012;10;52;44;0;1771;605;1148;18;1,880855066
4308201;2014;11;67;49;0;2063;715;1335;13;2,31241803
4308250;2005;11;2;2;0;48;0;48;0;0,902527076
4308250;2007;9;3;3;0;56;0;56;0;1,396648045
4308250;2013;11;2;2;0;53;0;53;0;0,989609104
4308250;2014;12;2;2;0;53;0;53;0;0,998003992
4308508;2008;1;38;35;0;1072;0;811;261;1,342993462
4308508;2013;9;57;52;0;1505;314;1177;14;1,884235232
4308607;2009;12;62;56;0;1747;0;1232;515;2,031587915
4308656;2013;6;3;3;0;117;0;117;0;0,920245399
4309001;2009;2;39;38;0;1035;20;883;132;2,27551199
4309050;2005;8;7;7;0;90;0;90;0;1,098728614
4309050;2011;12;9;9;0;108;0;108;0;1,288659794
4309159;2014;3;4;4;0;90;0;90;0;0,954653938
4309209;2008;10;484;410;0;13004;0;10657;2347;1,817976937
4309209;2011;6;492;405;0;10793;0;9232;1561;1,911214009
4309308;2009;8;286;228;0;6848;78;4781;1989;2,960570583
4309571;2010;3;3;3;0;70;0;70;0;1,015572106
4309605;2014;9;21;21;0;596;199;397;0;1,095233128
4309654;2014;12;4;4;0;140;0;140;0;0,621697233
4309654;2015;10;3;3;0;100;0;100;0;0,463105897
4309753;2010;3;1;1;0;40;0;40;0;0,228780599
4309753;2015;5;3;3;0;120;0;120;0;0,664010624
4309803;2012;3;6;6;0;148;24;121;3;1,278772379
4309803;2013;7;7;7;0;156;32;121;3;1,443298969
4309902;2007;8;5;5;0;162;0;142;20;0,704820975
4309902;2008;3;5;5;0;162;0;142;20;0,683994528
4309951;2015;4;5;5;0;99;0;99;0;1,201345507
4309951;2015;11;5;5;0;131;0;131;0;1,201345507
4310009;2012;11;62;50;0;677;152;525;0;3,193407159
4310108;2006;4;36;36;0;353;3;292;58;1,146898595
4310207;2012;5;272;252;16;10032;3748;6197;87;3,425865283
4310363;2012;9;7;6;0;105;0;85;20;2,310993727
4310405;2005;10;4;4;0;88;0;82;6;0,556096205
4310405;2009;5;5;5;0;153;1;128;24;0,744601638
4310413;2009;1;2;2;0;80;0;80;0;0,854335754
4310413;2011;9;1;1;0;40;0;40;0;0,442869796
4310413;2011;12;1;1;0;40;0;40;0;0,442869796
4310439;2009;10;3;3;0;100;0;100;0;0,483091787
4310462;2013;4;2;2;0;62;0;62;0;1,005025126
4310462;2015;6;3;2;0;61;0;61;0;1,513622603
4310538;2006;12;1;1;0;20;0;20;0;0,191570881
4310538;2010;1;4;4;0;80;0;80;0;0,798403194
4310579;2007;7;1;1;0;40;0;40;0;0,407497963
4310603;2009;1;34;26;0;1345;40;1034;271;0,929978118
4310702;2007;7;3;3;0;107;0;107;0;0,655881067
4310751;2009;10;4;4;0;197;0;174;23;1,650165017
4310751;2012;7;2;2;0;86;24;62;0;0,950118765
4310850;2014;5;10;9;0;175;32;143;0;2,417794971
4310876;2013;12;3;3;0;52;0;52;0;1,143728555
4310900;2005;11;5;4;0;70;0;54;16;1,317870322
4311007;2005;9;23;23;0;693;0;433;260;0,728816782
4311106;2012;3;10;8;0;285;85;150;50;0,883392226
4311122;2008;10;4;4;0;172;0;137;35;0,895054822
4311155;2011;9;6;6;0;220;0;220;0;0,719856029
4311205;2005;11;21;20;0;824;20;654;150;1,006807939
4311205;2010;3;32;32;0;1622;38;1308;276;1,634404209
4311239;2009;1;2;2;0;60;0;60;0;0,724900326
4311239;2013;11;1;1;0;40;0;40;0;0,357781753
4311254;2012;7;3;3;0;69;20;49;0;0,480230511
4311270;2006;10;1;1;0;35;0;35;0;0,657894737
4311429;2014;8;2;2;0;80;0;80;0;0,774293457
4311502;2006;2;4;4;0;82;0;52;30;0,527983105
4311502;2007;4;5;5;0;137;20;87;30;0,616142945
4311502;2009;10;7;7;0;232;0;146;86;0,833432551
4311627;2012;1;5;5;0;120;0;120;0;0,934579439
4311643;2010;11;4;4;0;95;0;95;0;2,463054187
4311718;2008;1;3;3;0;100;0;100;0;0,675675676
4311718;2011;5;6;6;0;115;0;115;0;1,272534464
4311718;2013;5;7;7;0;205;0;205;0;1,444788442
4311718;2013;7;8;8;0;205;0;205;0;1,651186791
4311775;2008;1;5;5;0;140;0;140;0;0,655651718
4311809;2009;3;76;68;0;1956;297;1354;305;2,074065988
4311809;2009;5;84;76;0;2415;297;1694;424;2,292388724
4311809;2010;11;84;74;0;2605;402;1723;480;2,3099769
4311981;2006;5;1;1;0;10;0;10;0;0,236462521
4311981;2008;1;4;4;0;95;0;95;0;0,967117988
4311981;2008;8;4;4;0;95;0;95;0;0,967117988
4312005;2012;9;2;2;0;101;43;58;0;0,921234454
4312054;2009;1;12;11;0;205;0;131;74;2,911208151
4312138;2014;5;5;5;0;69;0;69;0;1,950838861
4312153;2014;1;5;5;0;122;0;122;0;1,201634223
4312203;2011;4;3;3;0;130;3;92;35;0,618046972
4312203;2015;8;4;4;0;194;51;140;3;0,821861516
4312252;2009;12;5;5;0;160;0;160;0;0,615460364
4312252;2015;8;9;9;0;376;0;376;0;1,123455249
4312302;2011;10;3;3;0;107;0;102;5;0,619706672
4312351;2011;10;3;3;0;48;0;48;0;1,959503592
4312351;2012;2;3;3;0;48;0;48;0;1,972386588
4312377;2006;5;2;2;0;50;0;50;0;0,606428138
4312377;2008;12;3;3;0;106;0;106;0;0,926497838
4312385;2007;3;2;2;0;44;0;44;0;0,723065799
4312443;2009;2;3;3;0;116;0;116;0;0,919399326
4312443;2010;6;3;3;0;102;0;102;0;0,942803268
4312476;2005;10;6;6;0;312;0;312;0;1,098498718
4312500;2015;5;11;11;0;423;55;368;0;0,864779874
4312609;2011;12;12;11;0;219;67;131;21;2,502085071
4312609;2012;12;11;10;0;228;59;148;21;2,291189336
4312609;2013;6;12;11;0;228;59;148;21;2,414486922
4312617;2011;2;8;8;0;148;0;148;0;2,669336003
4312625;2013;12;5;5;0;99;0;99;0;2,652519894
4312658;2007;5;19;16;0;529;0;396;133;1,247701602
4312757;2012;10;9;9;0;164;25;139;0;2,771789344
4312757;2013;11;8;8;0;156;29;127;0;2,369668246
4312807;2007;8;10;10;0;304;0;304;0;2,649006623
4312807;2010;2;6;6;0;100;0;100;0;1,499625094
4312807;2013;6;7;6;0;148;0;148;0;1,63208207
4312906;2007;6;4;4;0;75;0;65;10;0,460670275
4312955;2011;1;4;4;0;73;5;68;0;2,06185567
4313011;2010;9;2;2;0;60;0;60;0;0,727008361
4313011;2011;3;2;2;0;60;0;60;0;0,729660708
4313011;2011;6;2;2;0;65;5;60;0;0,729660708
4313011;2014;12;3;2;0;67;0;67;0;1,064962726
4313037;2009;10;7;7;0;214;0;214;0;1,351351351
4313037;2010;2;7;7;0;214;0;214;0;1,498608435
4313086;2008;9;3;3;0;36;0;36;0;1,162340178
4313102;2006;8;11;11;0;258;0;198;60;1,716068643
4313102;2009;3;13;13;0;409;2;317;90;1,942327805
4313334;2012;11;3;3;0;121;0;121;0;1,253132832
4313334;2012;12;3;3;0;121;0;121;0;1,253132832
4313359;2010;2;3;3;0;220;0;220;0;0,897397547
4313425;2014;7;2;2;0;81;0;81;0;0,517330574
4313441;2011;11;1;1;0;42;0;42;0;0,441111601
4313490;2015;11;4;4;0;110;0;110;0;0,961538462
4313607;2006;2;3;3;0;98;0;86;12;0,679655641
4313607;2008;12;4;4;0;129;0;95;34;0,877577885
4313706;2014;6;56;54;0;1577;248;1320;9;1,597945499
4313706;2014;10;57;55;0;1609;240;1360;9;1,62648024
4313805;2013;6;7;7;0;186;20;161;5;0,978200112
4314001;2007;2;9;9;0;166;30;116;20;1,368405048
4314001;2012;5;13;12;0;334;62;269;3;1,875360646
4314076;2006;8;4;4;0;160;0;160;0;0,697958471
4314134;2007;12;3;3;0;52;0;52;0;1,435406699
4314134;2010;3;4;4;0;73;0;73;0;1,821493625
4314175;2008;10;10;10;0;234;0;198;36;3,800836184
4314209;2005;9;13;13;0;349;0;279;70;1,583434836
4314209;2006;3;12;12;0;209;0;139;70;1,458434614
4314209;2011;6;15;15;0;341;0;234;107;1,926040062
4314308;2014;5;6;6;0;136;35;99;2;1,477104874
4314407;2006;9;741;719;0;26201;531;16753;8917;2,138824426
4314407;2008;9;937;883;0;38506;404;25089;13013;2,730449023
4314423;2007;7;6;6;0;190;0;190;0;1,243781095
4314472;2009;4;6;6;0;297;0;231;66;1,309757695
4314472;2013;6;7;7;0;320;66;254;0;1,529386061
4314472;2015;1;10;10;0;453;61;372;20;2,192982456
4314498;2013;1;3;3;0;65;0;65;0;0,636267232
4314548;2014;10;4;4;0;92;0;92;0;1,428571429
4314555;2014;1;3;3;0;47;0;47;0;1,108237902
4314605;2011;7;24;24;0;787;0;538;249;1,20760793
4314704;2008;1;13;13;0;385;0;318;67;1,204149685
4314779;2010;8;3;3;0;88;0;88;0;0,777806585
4314779;2011;12;5;5;0;109;0;109;0;1,297690112
4314787;2006;9;1;1;0;40;0;40;0;0,508905852
4314787;2013;1;2;2;0;44;0;44;0;1,138303927
4314787;2014;12;2;2;0;44;0;44;0;1,147446931
4314803;2013;2;66;61;0;1190;274;877;39;1,98723353
4315008;2007;12;4;4;0;121;0;114;7;0,710353401
4315073;2014;9;3;3;1;60;0;60;0;1,700680272
4315107;2013;1;7;7;0;312;35;277;0;0,648028143
4315131;2006;8;3;3;0;50;3;47;0;1,376146789
4315131;2008;8;2;2;0;48;0;48;0;0,991080278
4315131;2015;11;4;4;0;52;0;52;0;2,165674066
4315156;2006;10;5;5;0;140;0;129;11;0,843454791
4315172;2008;12;3;3;0;88;0;88;0;1,374885426
4315354;2011;11;5;5;0;93;15;78;0;1,366867141
4315404;2013;1;6;6;0;203;34;169;0;0,553250346
4315404;2014;3;6;6;0;226;31;195;0;0,548546352
4315453;2009;4;2;2;0;52;0;52;0;0,891265597
4315701;2015;3;99;83;0;2653;1099;1554;0;2,542764679
4315909;2011;1;28;23;0;542;0;460;82;4,876349704
4315909;2011;12;25;21;0;493;113;380;0;4,353883664
4315909;2012;9;26;22;0;498;117;381;0;4,528039011
4315909;2013;11;28;24;0;638;109;529;0;4,712218108
4315958;2012;4;2;2;0;81;0;81;0;0,800640512
4316006;2011;3;41;32;0;880;52;569;259;2,090770015
4316006;2011;4;40;31;0;878;52;567;259;2,039775625
4316105;2006;8;11;11;0;183;0;85;98;1,163405605
4316105;2011;6;15;15;0;303;7;185;111;1,46570256
4316204;2006;5;4;4;0;49;2;30;17;0,747104968
4316204;2008;1;6;5;0;156;0;126;30;1,038961039
4316204;2013;10;6;5;0;142;30;112;0;1,072194425
4316204;2014;7;7;6;0;180;28;152;0;1,256958161
4316303;2011;8;6;6;0;180;0;160;20;0,838340087
4316402;2011;2;53;51;0;2299;0;1570;729;1,338282453
4316428;2008;10;1;1;0;40;0;40;0;0,374672162
4316436;2008;6;6;6;0;196;0;146;50;1,974983542
4316436;2013;3;4;4;0;150;40;110;0;1,376936317
4316451;2010;6;14;13;0;505;0;278;227;1,178451178
4316600;2008;11;22;22;0;957;44;560;353;1,448893572
4316733;2010;10;2;2;0;16;0;16;0;1,208459215
4316733;2011;10;3;3;0;57;0;56;1;1,818181818
4316758;2009;2;6;6;0;155;0;150;5;1,022494888
4316758;2012;5;7;7;0;118;3;115;0;1,200274348
4316758;2013;10;9;9;0;172;3;169;0;1,483190508
4316956;2007;1;5;5;0;160;0;160;0;0,809978941
4317103;2014;9;118;105;0;4127;1057;2995;75;1,41615861
4317202;2005;8;100;98;0;3408;0;2034;1374;1,444418766
4317202;2006;11;98;96;0;3327;10;2101;1216;1,400220035
4317202;2011;9;141;133;0;5402;1803;3538;61;2,047603143
4317251;2008;2;5;5;0;120;0;120;0;2,655337228
4317251;2008;8;4;4;0;64;0;64;0;2,124269782
4317251;2013;10;4;4;0;60;0;60;0;2,244668911
4317251;2014;11;6;6;0;120;0;120;0;3,36889388
4317301;2007;11;33;31;0;1368;10;1228;130;1,058268929
4317301;2011;8;43;41;0;1736;20;1391;325;1,395560171
4317301;2012;5;44;42;0;1812;327;1465;20;1,435984465
4317301;2015;9;62;56;0;2244;399;1825;20;1,972261102
4317558;2009;2;4;4;0;70;0;70;0;1,74291939
4317707;2006;12;10;10;0;196;0;194;2;0,800256082
4317707;2007;8;9;9;0;229;0;229;0;0,758661384
4317707;2011;2;10;6;0;206;0;206;0;0,901225667
4317707;2013;4;8;6;0;216;0;216;0;0,707213579
4317806;2008;1;12;12;0;544;0;544;0;0,862688713
4317806;2015;10;17;17;0;519;115;404;0;1,184751551
4317905;2009;5;15;15;0;534;0;359;175;1,028453891
4318051;2010;4;3;3;0;122;0;100;22;1,025290499
4318408;2014;9;128;114;3;3375;1194;2173;8;5,470319244
4318424;2011;6;4;4;0;70;0;70;0;0,8492569
4318432;2007;3;4;3;0;120;0;120;0;1,4803849
4318432;2011;3;4;3;0;78;6;68;4;1,52264941
4318457;2010;4;2;2;0;60;0;60;0;0,735294118
4318457;2011;6;2;2;0;60;0;60;0;0,741015191
4318457;2012;10;2;2;0;60;0;60;0;0,74682599
4318481;2011;4;6;6;0;120;0;120;0;1,446480231
4318499;2012;8;2;2;0;73;21;52;0;0,921658986
4318507;2008;10;23;23;0;676;20;562;94;0,887311446
4318606;2012;4;8;6;0;217;79;138;0;1,162452775
4318622;2006;5;3;3;0;84;0;84;0;0,922225638
