codigo_mun7;ano;mes;medicos_total;medicos_sus;residencia_medica;horas_total;horas_hosp;horas_amb;horas_outras;medicos_mil_habitantes
2702603;2009;10;15;15;0;454;0;424;30;0,687316716
2702603;2010;3;16;16;0;492;0;426;66;0,750433845
2702702;2005;12;5;5;0;140;0;140;0;1,223990208
2702801;2006;4;11;11;0;332;0;332;0;0,924991591
2702801;2009;6;13;13;0;418;0;364;54;1,057770545
2702801;2010;10;17;17;0;480;0;382;98;1,379310345
2702900;2006;1;24;24;0;704;0;614;90;0,777101412
2702900;2013;7;23;23;0;808;106;702;0;0,579973271
2703106;2005;9;20;20;0;908;0;780;128;0,792267469
2703106;2009;9;26;26;0;708;0;666;42;1,005219408
2703106;2013;5;32;32;0;652;32;620;0;1,228359756
2703304;2007;5;7;7;0;248;0;248;0;0,396892896
2703403;2013;12;10;10;0;176;0;176;0;1,814552713
2703700;2010;12;5;5;0;148;0;148;0;0,899604174
2703700;2011;7;6;6;0;148;0;148;0;1,083032491
2703809;2007;3;21;21;0;662;0;642;20;0,966183575
2704005;2009;5;27;27;0;872;0;780;92;1,067615658
2704005;2014;7;27;27;0;730;101;621;8;1,07664088
2704104;2009;2;20;20;0;612;0;612;0;1,099142669
2704203;2009;7;34;34;0;1052;0;820;232;1,287147454
2704302;2013;6;2351;2094;0;91790;36966;53404;1420;2,358705892
2704500;2014;2;18;18;0;576;54;522;0;0,566964848
2704500;2015;1;17;17;0;524;62;462;0;0,528426222
2704500;2015;9;17;17;0;584;62;522;0;0,528426222
2704609;2007;7;4;4;0;120;0;120;0;0,392041556
2704708;2009;5;56;56;0;1602;0;1160;442;1,1759024
2704906;2005;11;2;2;0;114;0;114;0;0,482043866
2705002;2011;4;11;11;0;437;0;357;80;0,445849546
2705101;2008;5;19;19;0;704;0;640;64;0,748738966
2705309;2013;9;6;6;0;148;0;148;0;1,10314396
2705408;2008;7;4;4;0;128;0;128;0;0,548471137
2705705;2010;5;26;26;0;803;0;755;48;1,276762915
2705705;2015;4;15;15;0;582;24;558;0;0,693128783
2705804;2008;12;5;5;0;190;0;190;0;0,596089652
2705903;2006;3;2;2;0;80;0;80;0;0,386996904
2705903;2010;4;5;5;0;145;0;145;0;1,008674602
2706000;2006;9;5;5;0;180;0;180;0;0,474113408
2706000;2014;8;11;11;0;199;0;199;0;0,944773684
2706000;2015;3;11;11;0;199;0;199;0;0,941136208
2706109;2008;3;3;3;0;180;0;180;0;0,263597223
2706307;2012;4;118;108;0;3658;731;2897;30;1,668127456
2706406;2011;12;17;17;0;638;104;534;0;0,716422942
2706406;2012;9;16;16;0;510;120;390;0;0,676504165
2706406;2014;6;26;26;0;658;150;508;0;1,043171241
2706422;2009;5;8;8;0;280;0;280;0;0,759085302
2706505;2012;8;21;21;0;632;164;468;0;1,418727199
2706703;2012;1;80;71;0;1928;313;1607;8;1,313844638
2706901;2006;10;40;40;0;1063;0;852;211;1,225490196
2707206;2008;12;8;8;0;198;0;198;0;0,637755102
2707206;2010;9;11;11;0;212;0;212;0;0,792964245
2707305;2015;9;30;30;0;754;67;687;0;1,099384345
2707404;2015;11;5;5;0;170;0;170;0;0,613421666
2707602;2006;12;14;14;0;512;0;482;30;1,140808344
2707909;2009;6;4;4;0;140;0;140;0;0,528262018
2707909;2010;12;9;9;0;264;0;264;0;1,306051371
2708006;2011;8;112;106;0;1984;0;1202;782;2,478040578
2708006;2014;12;132;124;0;2541;888;1653;0;2,773517114
2708105;2012;8;14;14;0;347;0;347;0;1,297257228
2708303;2015;10;25;25;0;827;0;827;0;1,039587492
2708402;2008;12;24;24;0;769;10;662;97;0,773395205
2708402;2012;11;29;29;0;734;55;679;0;0,949294576
2708600;2008;11;74;74;0;2162;0;1540;622;1,394384775
2708600;2009;6;76;76;0;2254;0;1522;732;1,405741344
2708709;2009;6;5;5;0;152;0;152;0;0,657808183
2708808;2012;2;26;26;0;828;0;828;0;0,801331443
2708907;2007;11;16;16;0;504;0;504;0;1,130422495
2708956;2005;12;5;5;0;300;0;300;0;0,367998822
2708956;2009;5;6;6;0;221;0;221;0;0,457665904
2709301;2010;4;89;84;0;2384;18;1730;636;1,427242695
2800100;2010;5;2;2;0;59;0;59;0;0,879120879
2800209;2011;3;23;15;0;556;0;466;90;1,139347105
2800209;2015;5;13;13;0;450;103;347;0;0,609984985
2800308;2006;6;1471;1320;0;78528;1407;48292;28829;2,911222555
2800407;2012;12;8;8;0;262;0;262;0;0,84254871
2800506;2007;12;9;9;0;300;0;300;0;0,55998009
2800506;2010;10;10;10;0;316;0;316;0;0,593225366
2800605;2013;5;24;24;0;554;120;434;0;0,872885979
2800670;2005;8;34;34;0;1382;0;1198;184;1,364201741
2800704;2006;4;3;3;0;120;0;120;0;0,405515004
2801108;2007;2;4;4;0;120;0;120;0;1,023017903
2801207;2006;7;25;25;0;794;0;794;0;1,116270763
2801207;2010;5;28;27;0;766;0;656;110;1,134246131
2801207;2010;10;31;30;0;914;0;816;98;1,255772503
2801207;2013;6;36;35;0;832;94;738;0;1,326650943
2801306;2012;10;63;63;0;1155;756;397;2;2,006241641
2801405;2008;7;8;8;0;320;0;320;0;0,409353733
2801405;2012;5;13;13;0;562;60;502;0;0,638977636
2801603;2005;9;4;4;0;224;40;184;0;0,722282412
2801702;2008;7;6;6;0;204;0;204;0;0,366636114
2801900;2014;1;8;8;0;284;0;284;0;2,01511335
2801900;2015;10;8;8;0;194;0;194;0;2,007528231
2802007;2006;3;3;3;0;72;0;72;0;0,805369128
2802007;2006;4;3;3;0;72;0;72;0;0,805369128
2802007;2013;5;12;12;0;388;0;388;0;2,545068929
2802007;2014;11;6;6;0;180;0;180;0;1,248959201
2802106;2011;4;176;176;0;4381;60;1360;2961;2,715043811
2802304;2007;4;5;5;0;200;0;200;0;0,397172134
2802502;2013;11;4;4;0;110;0;110;0;1,272669424
2802502;2015;5;3;3;0;80;0;80;0;0,928505107
2802601;2011;3;2;2;0;88;0;88;0;0,353669319
2802700;2010;6;7;7;0;208;0;208;0;0,838524197
2802809;2010;7;8;8;0;276;0;252;24;0,505337629
2802908;2006;7;110;110;0;3038;130;2205;703;1,284086664
2802908;2006;11;136;135;0;3344;40;2291;1013;1,587598058
2802908;2011;3;232;228;0;5142;30;2614;2498;2,643995168
2803005;2007;4;13;13;0;540;0;540;0;0,347305709
2803005;2012;1;20;20;0;676;40;636;0;0,507202272
2803203;2010;11;29;28;0;796;0;738;58;0,953351524
2803302;2005;11;13;13;0;497;70;427;0;0,837197321
2803302;2013;4;11;11;0;392;0;392;0;0,614422164
2803401;2008;12;29;29;0;756;0;588;168;2,079747562
2803401;2014;12;32;32;0;620;202;418;0;2,415276625
2803500;2007;4;128;127;0;3090;167;2189;734;1,438525511
2803708;2006;4;5;5;0;133;0;133;0;0,779058897
2803708;2013;7;6;6;0;126;0;126;0;0,892458724
2803807;2006;7;3;3;0;56;0;56;0;0,812127775
2803807;2013;2;2;2;0;48;0;48;0;0,55401662
2803906;2011;3;6;6;0;206;0;206;0;0,496483244
2803906;2015;7;8;8;0;270;0;270;0;0,635021432
2804003;2011;5;10;8;0;298;20;278;0;0,609347389
2804003;2013;3;12;10;0;386;0;386;0;0,705965408
2804409;2007;9;22;22;0;530;0;506;24;1,163467132
2804409;2015;2;24;24;0;676;190;486;0;1,265956325
2804458;2007;5;4;4;0;140;0;140;0;0,469648937
2804458;2007;11;5;5;0;180;0;180;0;0,587061172
2804458;2008;1;5;5;0;180;0;180;0;0,570125428
2804508;2012;8;74;69;0;1657;893;740;24;2,219489517
2804607;2008;10;35;29;0;731;0;613;118;1,426882466
2804607;2015;4;26;19;0;678;0;658;20;0,990853659
2804805;2009;7;231;231;0;6459;10;6008;441;1,487118081
2804904;2011;3;5;5;0;208;0;208;0;0,377073906
2804904;2011;5;5;5;0;208;0;208;0;0,377073906
2804904;2011;11;6;6;0;216;0;216;0;0,452488688
2804904;2012;4;5;5;0;216;0;216;0;0,373720009
2804904;2013;11;10;10;0;308;0;272;36;0,719631549
2804904;2015;4;10;10;0;276;0;240;36;0,70601525
2805307;2008;2;6;6;0;240;0;240;0;0,706880302
2805307;2015;4;9;9;0;258;0;258;0;0,993048659
2805406;2009;5;19;19;0;532;0;446;86;0,628119938
2805406;2012;4;14;14;0;382;18;364;0;0,442841779
2805604;2010;4;18;18;0;706;40;550;116;0,663081117
2805703;2014;6;98;92;0;2422;796;1626;0;3,31506664
2805703;2015;1;101;98;0;2465;784;1681;0;3,405833755
2805802;2012;12;13;13;0;394;0;394;0;0,669619862
2805802;2014;5;18;18;0;408;50;358;0;0,901939169
2805901;2014;9;19;19;0;582;159;423;0;1,909739672
2805901;2015;6;20;20;0;548;201;347;0;1,993421708
2806008;2007;6;26;26;0;1374;0;360;1014;1,658586374
2806107;2015;4;20;20;0;480;0;480;0;1,929756851
2806206;2015;6;11;11;0;444;0;442;2;0,547726933
2806305;2010;5;11;11;0;358;0;358;0;0,848176421
2806305;2014;3;8;8;0;284;0;284;0;0,582538411
2806503;2006;9;2;2;0;50;0;50;0;0,531067446
2806503;2008;1;3;3;0;100;0;100;0;0,757193337
2806503;2015;2;1;1;0;40;0;40;0;0,255558395
2806701;2007;8;55;55;0;1522;12;1486;24;0,764621651
2806800;2008;12;4;4;0;140;0;140;0;0,383031696
2806909;2010;9;4;4;0;64;0;64;0;1,178897731
2807204;2015;12;5;5;0;172;0;172;0;0,576236026
2807303;2014;5;6;6;0;104;0;104;0;1,908396947
2807402;2012;7;33;32;0;959;260;699;0;0,676562244
2807402;2015;6;46;44;0;1140;248;892;0;0,895377129
2807501;2011;12;20;20;0;662;132;530;0;1,555693839
2900108;2006;6;3;3;0;136;0;136;0;0,322650032
2900207;2006;7;8;8;0;300;0;300;0;0,523971706
2900207;2014;1;8;8;0;386;34;341;11;0,414722654
2900306;2007;7;12;8;0;248;0;248;0;0,820344545
2900355;2007;6;4;4;0;160;0;160;0;0,269832704
2900355;2008;6;5;5;0;280;0;250;30;0,32564804
2900355;2011;10;5;5;0;128;22;106;0;0,316275539
2900355;2013;1;5;5;0;124;22;102;0;0,295351173
2900603;2010;8;8;8;0;260;0;170;90;1,73837462
2900603;2014;8;4;4;0;212;64;148;0;0,835073069
2900702;2007;11;229;157;0;6668;227;4638;1803;1,72537201
2900801;2013;12;21;21;0;750;146;604;0;0,906109769
2900801;2014;3;20;20;0;730;146;584;0;0,8609186
2901007;2009;4;47;37;0;1050;0;769;281;1,332275072
2901106;2012;5;16;16;0;540;109;425;6;0,637958533
2901304;2006;5;11;11;0;438;0;398;40;0,809478254
2901353;2011;7;6;6;0;124;0;124;0;0,419287212
2901403;2006;1;3;3;0;72;0;72;0;0,218882241
2901502;2007;4;8;8;0;240;0;174;66;0,840071406
2901502;2015;8;13;13;0;364;53;306;5;1,150544296
2901601;2015;9;24;24;0;836;454;382;0;1,251107752
2901700;2009;1;6;6;0;200;0;200;0;0,476606561
2901700;2012;11;5;5;0;172;4;168;0;0,433087917
2901809;2012;3;9;9;0;180;0;180;0;0,801496126
2901957;2005;12;3;3;0;90;0;90;0;0,433526012
2902005;2014;3;24;24;0;460;198;262;0;1,695154683
2902054;2008;7;14;14;0;316;8;188;120;1,156260324
2902054;2015;10;16;16;0;376;87;279;10;1,285140562
2902104;2008;3;34;31;0;1034;0;870;164;0,628558752
2902203;2005;11;9;9;0;316;0;316;0;0,875997664
2902203;2015;5;9;9;0;207;0;207;0;0,795474633
2902203;2015;11;10;10;0;215;0;215;0;0,883860704
2902252;2015;8;9;9;0;292;0;292;0;0,766805828
2902302;2014;8;5;5;0;164;0;164;0;0,549209139
2902401;2006;10;10;10;0;300;10;172;118;0,549782836
2902401;2009;3;10;10;0;367;0;256;111;0,700280112
2902401;2009;11;12;12;0;393;0;274;119;0,840336134
2902609;2012;5;14;12;0;532;108;404;20;0,698916679
2902658;2008;1;7;7;0;280;0;280;0;0,626903099
2902658;2011;2;7;7;0;282;12;270;0;0,591866069
2902658;2013;5;8;8;0;280;0;280;0;0,638263922
2902708;2012;12;32;32;0;1218;308;907;3;0,638289384
2902807;2008;12;19;18;0;503;4;368;131;0,908308634
2902807;2012;7;14;13;0;533;136;389;8;0,674146482
2902807;2014;1;17;16;0;622;137;477;8;0,753345741
2903003;2009;12;9;9;0;272;0;228;44;0,622449685
2903003;2013;12;8;8;0;254;40;214;0;0,544810678
2903102;2009;11;6;6;0;198;0;176;22;1,023890785
2903102;2015;6;6;6;0;119;0;119;0;0,933997509
2903201;2005;9;129;116;0;4553;0;4543;10;0,96030015
2903201;2010;8;240;222;0;10401;26;7157;3218;1,746381715
2903201;2015;8;282;250;0;7528;1994;5518;16;1,832144389
2903300;2008;8;11;11;0;384;0;252;132;1,660126773
2903300;2015;5;15;15;0;252;40;212;0;2,310536044
2903508;2008;10;29;29;0;730;0;606;124;1,879821093
2903508;2008;12;29;29;0;730;0;606;124;1,879821093
2903607;2011;10;12;12;0;476;48;428;0;0,808026396
2903904;2006;6;23;22;0;778;0;618;160;0,393296854
2903904;2012;1;50;41;0;1523;268;1253;2;0,772320049
2904209;2007;7;10;10;0;300;0;196;104;0,906947216
2904308;2005;10;10;10;0;296;0;194;102;0,595699053
2904308;2008;3;6;6;0;268;0;206;62;0,471475719
2904407;2008;4;8;8;0;264;0;264;0;0,824487272
2904704;2006;2;32;32;0;582;0;510;72;1,792717087
2904704;2007;10;32;32;0;1052;0;698;354;1,603527761
2904704;2010;12;25;25;0;524;0;486;38;1,343724805
2904753;2005;12;1;1;0;40;0;40;0;0,047413589
2904852;2010;6;9;9;0;236;0;236;0;0,519420558
2904902;2011;8;48;43;0;1126;6;971;149;1,493001555
2905008;2014;6;25;18;0;596;94;502;0;1,06874145
2905156;2013;9;7;7;0;241;0;241;0;0,441863401
2905206;2005;10;32;32;0;691;0;471;220;0,666097708
2905206;2007;6;34;34;0;795;0;638;157;0,736058192
2905305;2008;1;15;15;0;180;0;148;32;0,827860257
2905305;2012;5;13;13;0;296;71;225;0;0,747212323
2905305;2013;9;13;13;0;398;160;238;0;0,703120775
2905404;2010;6;9;9;0;296;0;296;0;0,585403929
2905602;2008;12;32;31;0;1561;0;1247;314;1,027848264
2905800;2008;10;36;31;0;1006;0;1006;0;1,091537552
2905800;2011;6;26;21;0;635;0;575;60;0,737086806
2905800;2012;4;26;21;0;663;48;615;0;0,735169372
2905909;2006;1;5;5;0;268;0;160;108;0,174222098
2905909;2011;5;9;9;0;610;0;414;196;0,320022757
2906105;2006;8;11;11;0;423;0;334;89;1,106639839
2906105;2008;10;9;9;0;415;0;348;67;0,816993464
2906105;2009;11;11;11;0;423;0;348;75;0,987787356
2906105;2011;7;16;16;0;650;10;439;201;1,701765582
2906105;2013;10;20;20;0;678;201;467;10;1,974333662
2906204;2008;7;19;19;0;601;0;393;208;0,743436241
2906204;2009;12;19;18;0;533;0;375;158;0,732600733
2906204;2010;1;19;18;0;533;0;375;158;0,78946275
2906402;2006;8;4;4;0;80;0;40;40;0,413479429
2906402;2011;4;6;6;0;170;0;170;0;0,681353623
2906600;2013;5;7;7;0;247;111;132;4;0,481861362
2906824;2012;5;17;17;0;588;196;392;0;1,06643247
2906824;2015;2;19;19;0;586;170;416;0;1,106130291
2906857;2011;11;9;7;0;270;24;246;0;0,782268579
2906873;2014;10;33;31;0;1222;246;976;0;1,133747896
2906899;2009;2;6;6;0;180;0;180;0;0,57170081
2907103;2008;7;15;15;0;596;0;471;125;0,50020008
2907103;2011;1;15;15;0;529;0;458;71;0,527240773
2907103;2011;11;15;15;0;603;100;439;64;0,527240773
2907301;2005;9;21;21;0;632;0;471;161;0,846705911
2907558;2009;4;5;5;0;272;0;223;49;0,573855159
2907558;2009;10;6;6;0;272;0;223;49;0,688626191
2907707;2013;4;4;4;0;432;0;432;0;0,349528137
2907905;2008;3;14;14;0;486;0;310;176;0,895484201
2908002;2007;11;39;39;0;966;15;597;354;1,713231418
2908002;2012;9;35;34;0;785;246;517;22;1,755529919
2908002;2015;2;34;33;0;786;222;540;24;1,719777441
2908309;2014;2;18;16;0;468;102;366;0;0,96862724
2908507;2005;8;44;43;0;1134;0;1012;122;1,557246505
2908606;2013;8;20;20;0;516;48;468;0;0,77778642
2908705;2013;1;25;12;0;628;43;585;0;1,361729942
2908804;2010;7;2;2;0;90;0;90;0;0,428908428
2908804;2012;4;3;3;0;99;0;99;0;0,650336007
2908804;2014;7;3;3;0;125;24;101;0;0,69124424
2909000;2010;5;11;11;0;306;0;232;74;1,346718903
2909000;2011;8;15;15;0;396;0;276;120;1,828376402
2909406;2015;6;7;7;0;266;0;266;0;0,486009859
2909604;2011;7;17;17;0;460;0;342;118;0,844804453
2909604;2012;5;18;18;0;508;142;366;0;0,891133224
2909604;2014;2;19;19;0;508;102;406;0;0,88253054
2909703;2006;5;6;6;0;188;0;188;0;0,47355959
2909901;2009;1;13;13;0;398;0;358;40;0,377676418
2910008;2006;12;3;3;0;64;0;64;0;0,181983621
2910107;2007;4;11;11;0;430;0;332;98;0,992152972
2910107;2013;11;14;14;0;421;118;298;5;1,130947573
2910305;2006;5;7;7;0;288;0;204;84;0,888888889
2910305;2010;7;8;8;0;364;0;234;130;1,006669183
2910305;2015;11;5;5;0;188;46;142;0;0,592838511
2910404;2012;8;21;21;0;644;112;520;12;0,934246819
2910404;2013;7;15;15;0;416;56;348;12;0,700345504
2910503;2005;11;91;69;0;1604;136;1312;156;2,084765178
2910503;2007;9;47;36;0;978;40;816;122;1,208661215
2910503;2012;12;39;29;0;1132;183;861;88;0,970632155
2910602;2006;10;30;19;0;613;0;517;96;0,993574882
2910602;2006;11;30;19;0;613;0;517;96;0,993574882
2910602;2015;2;36;35;0;912;124;788;0;0,980285372
2910701;2007;8;55;52;0;1724;0;1336;388;0,971302428
2910701;2014;2;43;38;0;901;232;669;0;0,70570472
2910727;2014;9;186;164;0;6250;1461;4784;5;1,660239931
2910750;2014;5;10;10;0;398;0;398;0;0,54048211
2910800;2011;2;956;901;0;43125;582;29303;13240;1,69965829
2910859;2007;4;11;11;0;194;0;131;63;0,68840353
2910909;2009;3;3;3;0;108;0;108;0;0,51159618
2911006;2008;11;7;7;0;218;0;158;60;0,667365812
2911105;2013;1;15;15;0;489;188;301;0;0,604863099
2911253;2006;8;3;3;0;88;0;88;0;0,974342319
2911303;2011;4;8;8;0;284;0;180;104;0,750750751
2911402;2005;12;6;6;0;178;0;178;0;0,383337593
2911402;2012;12;11;11;0;300;0;286;14;0,727802038
2911402;2013;12;12;12;0;288;0;284;4;0,749859401
2911402;2014;6;12;12;0;330;0;326;4;0,74817632
2911501;2007;12;10;10;0;426;0;360;66;1,46092038
2911600;2012;6;24;23;0;642;0;642;0;1,204456489
2911659;2007;11;5;5;0;230;0;230;0;0,708014727
2911659;2010;12;6;6;0;192;0;192;0;0,576258164
2911659;2011;1;7;7;0;232;0;232;0;0,697280606
2911709;2010;1;127;110;0;4089;23;2662;1404;1,611000469
2911808;2007;1;8;8;0;410;40;300;70;0,353653685
2912004;2008;1;14;14;0;472;0;358;114;1,493811353
2912103;2015;9;26;26;0;914;132;782;0;1,082025885
2912202;2008;8;11;11;0;418;0;418;0;0,660938533
2912400;2015;11;13;13;0;466;97;369;0;0,696155082
2913002;2009;12;9;9;0;428;0;324;104;0,540054005
2913002;2013;1;9;9;0;401;98;303;0;0,540637953
2913002;2014;10;11;11;0;436;98;338;0;0,662092211
2913101;2010;5;7;7;0;288;0;240;48;0,392376682
2913200;2011;5;33;29;0;1175;15;690;470;1,293002116
2913309;2013;8;8;8;0;276;120;156;0;1,276935355
2913309;2014;4;11;11;0;348;168;180;0;1,749363868
2913309;2014;10;12;12;0;338;168;170;0;1,908396947
2913408;2012;8;15;15;0;419;77;342;0;0,984381152
2913457;2009;9;12;12;0;456;0;330;126;0,904431715
2913457;2012;6;6;6;0;188;44;144;0;0,460546515
2913457;2012;11;5;5;0;180;44;136;0;0,383788763
2913507;2015;5;20;20;0;659;91;568;0;0,719761039
2913606;2007;6;181;180;0;9047;0;8816;231;0,822189113
2913606;2007;9;208;204;0;11336;0;10983;353;0,944836107
2913606;2010;9;278;254;0;11658;29;8852;2777;1,508934193
2913804;2006;3;6;6;0;200;0;200;0;0,302099592
2913804;2014;10;18;18;0;419;88;329;2;1,15133683
2914000;2011;4;67;57;0;2046;0;1712;334;1,13234971
2914208;2014;10;6;6;0;248;48;200;0;0,806126562
2914307;2006;4;5;5;0;210;0;195;15;0,280678118
2914307;2011;11;11;11;0;390;122;268;0;0,951310214
2914406;2006;11;10;10;0;314;20;244;50;0,517812759
2914505;2013;4;22;19;0;535;68;467;0;0,743770919
2914604;2008;7;105;100;0;3715;24;2967;724;1,607717042
2914604;2015;10;228;215;0;6483;1599;4844;40;3,107113655
2914653;2014;1;31;29;0;934;106;828;0;1,004797096
2914703;2015;6;77;66;0;2243;531;1660;52;1,161212487
2914901;2006;5;13;12;0;470;0;346;124;0,726622324
2914901;2007;2;14;13;0;506;0;370;136;0,566343042
2914901;2009;9;16;14;0;627;0;487;140;0,588884799
2915007;2006;10;15;15;0;616;0;538;78;1,087587007
2915205;2012;12;14;14;0;362;56;306;0;0,927889714
2915304;2008;3;23;23;0;446;0;446;0;3,202896533
2915353;2010;8;13;13;0;344;0;266;78;0,984177455
2915353;2014;8;14;14;0;388;40;344;4;0,963324847
2915353;2015;6;13;13;0;370;40;330;0;0,886343492
2915403;2015;6;6;6;0;192;36;156;0;0,815993472
2915601;2011;5;64;55;0;2169;0;1978;191;1,015035209
2915700;2013;10;14;14;0;436;132;304;0;1,695120475
2915809;2006;9;24;24;0;584;0;456;128;0,667259786
2915908;2006;2;3;3;0;100;0;100;0;0,430292599
2915908;2008;2;4;4;0;160;0;160;0;0,584709838
2915908;2013;7;3;3;0;92;0;92;0;0,373924966
2916104;2011;11;27;26;0;848;246;602;0;1,294219154
2916203;2010;9;16;16;0;390;0;390;0;1,455206912
2916302;2008;1;13;11;0;374;0;290;84;1,089598525
2916708;2013;10;13;13;0;346;86;244;16;1,57939497
2916708;2015;2;13;13;0;380;76;288;16;1,526000704
2916906;2014;6;12;12;0;382;100;266;16;0,899820036
2917102;2010;9;16;15;0;451;0;417;34;0,803454856
2917300;2015;4;24;21;0;706;191;515;0;0,824515597
2917334;2012;7;3;3;0;124;44;80;0;0,273647724
2917359;2010;3;16;16;0;518;0;312;206;1,783127159
2917359;2010;4;16;16;0;518;0;312;206;1,783127159
2917409;2007;12;10;10;0;392;0;312;80;0,697058413
2917706;2012;12;18;16;0;476;40;436;0;0,585004388
2917805;2013;4;9;9;0;280;0;280;0;0,496853263
2917805;2014;10;10;10;0;340;0;340;0;0,542534722
2918001;2014;5;240;225;0;11848;4962;6487;399;1,489295687
2918001;2015;7;237;206;0;10092;3920;5857;315;1,467237878
2918100;2009;9;35;29;0;1068;0;738;330;0,890539922
2918209;2012;2;8;8;0;132;26;106;0;0,56753689
2918357;2007;8;12;12;0;363;0;263;100;0,575981569
2918407;2008;1;259;243;0;10248;111;6982;3155;1,089943483
2918456;2010;11;12;12;0;406;10;292;104;1,166180758
2918506;2005;11;5;5;0;183;4;135;44;0,309080794
2918555;2010;2;8;8;0;272;0;238;34;1,235712079
2918605;2008;10;9;8;0;314;0;238;76;1,077070369
2918753;2007;9;7;7;0;236;8;228;0;0,507430228
2918753;2010;5;6;6;0;224;8;212;4;0,430601407
2918803;2010;9;30;28;0;776;0;580;196;1,351290482
2918902;2007;5;4;4;0;100;0;100;0;1,153070049
2918902;2012;2;4;4;0;94;0;94;0;1,05764146
2918902;2014;2;3;3;0;98;0;98;0;0,750562922
2919009;2011;11;4;4;0;76;0;76;0;1,023541453
2919108;2010;5;5;5;0;168;0;168;0;0,523012552
2919157;2008;8;17;17;0;542;0;360;182;0,642454934
2919207;2008;3;524;261;0;12072;0;6286;5786;3,424478486
2919207;2013;2;703;439;0;16968;2870;14026;72;3,812715923
2919306;2015;9;5;5;0;208;26;182;0;0,436871997
2919405;2011;10;6;6;0;265;42;223;0;0,488003253
2919504;2011;11;42;31;0;1512;406;1106;0;0,974251914
2919603;2006;3;10;10;0;328;0;328;0;0,819202097
2919603;2011;2;10;10;0;336;2;168;166;0,891662951
2919702;2010;6;17;17;0;528;0;374;154;0,994559176
2919801;2010;7;39;36;0;1376;0;893;483;0,828887803
2919900;2006;10;7;7;0;264;0;252;12;0,702176748
2919900;2008;11;4;4;0;180;0;170;10;0,505497283
2919900;2011;3;4;4;0;176;0;168;8;0,498007968
2919926;2014;3;77;75;0;1734;600;1134;0;3,852889667
2920007;2014;1;6;6;0;240;82;158;0;0,601443464
2920106;2009;7;29;28;0;954;20;712;222;1,472081218
2920106;2014;10;26;25;0;656;108;548;0;1,29070691
2920205;2005;8;9;9;0;238;0;198;40;0,567214974
2920205;2005;12;9;9;0;238;0;198;40;0,567214974
2920205;2007;5;7;7;0;248;0;176;72;0,435188063
2920304;2010;6;2;2;0;115;0;115;0;0,236183278
2920403;2007;6;6;6;0;176;0;176;0;0,420698359
2920403;2011;3;6;6;0;216;0;216;0;0,421940928
2920452;2012;9;3;3;0;100;0;100;0;0,235128145
2920452;2014;9;6;6;0;260;0;260;0;0,439496045
2920502;2008;3;13;13;0;462;0;426;36;0,364994244
2920601;2009;5;38;37;0;856;0;720;136;0,865189773
2920700;2014;7;12;12;0;532;144;380;8;0,568774291
2920809;2008;6;12;12;0;446;0;380;66;1,086661233
2920809;2015;10;6;6;0;263;42;221;0;0,547895169
2920908;2006;11;7;7;0;248;0;248;0;0,535004586
2921005;2011;1;86;70;0;2692;106;1795;791;2,104438898
2921054;2007;3;6;6;0;172;0;148;24;0,486933939
2921054;2011;4;10;10;0;246;0;204;42;0,889284126
2921104;2009;5;31;31;0;776;10;675;91;1,362517581
2921104;2014;8;29;29;0;629;50;578;1;1,238257899
2921203;2008;11;25;25;0;1288;8;926;354;0,897666068
2921401;2009;10;8;8;0;212;0;212;0;0,424425699
2921500;2015;12;35;35;0;918;163;755;0;0,639467963
2921609;2006;5;1;1;0;20;0;20;0;0,105596621
2921609;2007;6;2;2;0;80;0;80;0;0,23293734
2921708;2006;9;14;13;0;512;0;374;138;0,383530121
2921708;2008;3;19;19;0;664;12;385;267;0,542717587
2921708;2010;9;24;24;0;980;24;685;271;0,68251621
2922052;2006;12;10;10;0;182;0;124;58;0,619809099
2922052;2007;10;11;11;0;258;0;169;89;0,799709197
2922052;2008;1;12;12;0;280;0;191;89;0,856775668
2922052;2008;6;11;11;0;212;0;150;62;0,785377695
2922052;2010;10;16;16;0;308;4;226;78;1,30622908
2922102;2006;4;13;13;0;392;0;332;60;0,914398256
2922102;2009;2;17;17;0;506;0;403;103;0,673400673
2922102;2010;7;18;17;0;530;0;421;109;0,737856118
2922201;2011;10;4;4;0;154;0;154;0;0,544514021
2922201;2014;12;8;8;0;234;0;234;0;1,017811705
2922250;2010;11;4;4;0;146;8;138;0;0,3894081
2922250;2011;4;5;5;0;186;8;178;0;0,482951801
2922250;2011;11;5;5;0;186;0;178;8;0,482951801
2922300;2007;4;34;33;0;918;0;671;247;1,249448773
2922300;2012;10;37;34;0;895;247;648;0;1,278330569
2922409;2006;1;25;22;0;444;0;300;144;1,223032141
2922508;2008;7;44;38;0;1364;0;1005;359;1,608775137
2922508;2013;3;37;31;0;1018;276;742;0;1,270517135
2922656;2006;3;9;9;0;238;2;212;24;0,660308144
2922706;2007;1;8;8;0;332;0;283;49;0,42487652
2922706;2008;4;11;11;0;390;0;300;90;0,553709856
2922730;2007;3;9;9;0;166;0;166;0;1,172791243
2922730;2008;7;9;9;0;182;0;182;0;1,134930643
2922730;2008;10;9;9;0;182;0;182;0;1,134930643
2922755;2006;11;2;2;0;16;0;16;0;0,424718624
2922854;2015;4;3;3;0;120;0;120;0;0,316789863
